 n             xn1                  |f(xn1)|
000   3.059167373200866e+00   3.692745776079587e-03
001   3.057106054691600e+00   4.476150597731987e-06
002   3.057103549998436e+00   6.609823799408332e-12

 n             xn1                  |f(xn1)|
000   3.026334622139670e+00   5.398943498281294e-02
001   3.040648053683944e+00   2.912229661719978e-02
002   3.057410738352909e+00   5.490757554942327e-04
003   3.057100540912996e+00   5.377520714500150e-06
004   3.057103549449929e+00   9.736285111472398e-10

 n             xn1                  |f(xn1)|
000   1.000000000000000e+00   2.000000000000001e+00
001   7.253948766031741e-01   2.061954496396030e-01
002   6.848573001159521e-01   1.275048612703755e-02
003   6.819902553774864e-01   6.796019281551935e-05
004   6.819748091887536e-01   1.980263064638166e-09

 n             xn1                  |f(xn1)|
000   6.000000000000001e-01   3.021130325903070e-01
001   6.524931709804664e-01   1.223535022158933e-01
002   6.882226997487054e-01   2.781052374266890e-02
003   6.816055562499178e-01   1.623411657736940e-03
004   6.819705209666883e-01   1.886410134188665e-05
005   6.819748117285146e-01   1.315406050750312e-08

 n             xn1                  |f(xn1)|
000   1.086488479262673e+00   1.103492074945009e-01
001   1.099705059195945e+00   2.356555268455907e-03
002   1.099999855116596e+00   1.157039143606653e-06

 n             xn1                  |f(xn1)|
000   2.197052631578944e+00   7.856349579718369e-03
001   2.199996104132345e+00   1.037081801058548e-05
002   2.199999999993082e+00   1.842437313825940e-11

 n             xn1                  |f(xn1)|
000   3.440275862069011e+00   3.907641462745559e-01
001   3.303671611704974e+00   9.790032971999096e-03
002   3.300006025678456e+00   1.604039996294659e-05
003   3.300000000016512e+00   4.379074880489497e-11

 n             xn1                  |f(xn1)|
000   4.413511520737327e+00   1.103492074945009e-01
001   4.400294940804056e+00   2.356555268541172e-03
002   4.400000144883394e+00   1.157039328347764e-06

 n             xn1                  |f(xn1)|
000   2.709273170314612e+00   3.319603917139702e-03
001   2.718266884143390e+00   5.497721604408312e-06
002   2.718281828417966e+00   1.511235581119763e-11

 n             xn1                  |f(xn1)|
000   2.709273099899292e+00   3.319629933685064e-03
001   2.718266963958740e+00   5.468359177029924e-06
002   2.718281745910645e+00   3.036786111465517e-08

 n             xn1                  |f(xn1)|
000   2.750000000000000e+00   4.491009116784799e-01
001   3.125000000000000e+00   1.261907168116352e-01
002   2.937500000000000e+00   1.986526294702773e-01
003   3.031250000000000e+00   4.549851320365628e-02
004   3.078125000000000e+00   3.803287024668345e-02
005   3.054687500000000e+00   4.311573409498504e-03
006   3.066406250000000e+00   1.671601673621659e-02
007   3.060546875000000e+00   6.166056755752658e-03
008   3.057617187500000e+00   9.181995684575117e-04
009   3.056152343750000e+00   1.698947556684871e-03
010   3.056884765625000e+00   3.909391393928097e-04
011   3.057250976562500e+00   2.634889299317766e-04
012   3.057067871093750e+00   6.376042609557153e-05
013   3.057159423828125e+00   9.985542160384497e-05
014   3.057113647460938e+00   1.804529017213063e-05
015   3.057090759277344e+00   2.285811985758279e-05
016   3.057102203369141e+00   2.406552816580643e-06
017   3.057107925415039e+00   7.819334184366866e-06
018   3.057105064392090e+00   2.706382060457813e-06
019   3.057103633880615e+00   1.499124659964934e-07

 n             xn1                  |f(xn1)|
000   6.250000000000000e-01   2.227590650225735e-01
001   6.875000000000000e-01   2.456077539490931e-02
002   6.562500000000000e-01   1.075925286967101e-01
003   6.718750000000000e-01   4.358222000054424e-02
004   6.796875000000000e-01   1.001963049941446e-02
005   6.835937500000000e-01   7.144338890323620e-03
006   6.816406250000000e-01   1.469329873796887e-03
007   6.826171875000000e-01   2.829599108000957e-03
008   6.821289062500000e-01   6.781563090836329e-04
009   6.818847656250000e-01   3.960816035961656e-04
010   6.820068359375000e-01   1.409136779404463e-04
011   6.819458007812500e-01   1.276148853435188e-04
012   6.819763183593750e-01   6.641666146611769e-06
013   6.819610595703125e-01   6.048854219597999e-05
014   6.819686889648438e-01   2.692392116654396e-05
015   6.819725036621094e-01   1.014124829468166e-05
016   6.819744110107422e-01   1.749821270324858e-06

 n             xn1                  |f(xn1)|
000   4.375000000000000e+00   1.914339843750028e-01
001   4.437500000000000e+00   3.185422119140711e-01
002   4.406250000000000e+00   5.043403472900110e-02
003   4.390625000000000e+00   7.370435628887861e-02
004   4.398437500000000e+00   1.244565505384543e-02
005   4.402343750000000e+00   1.879038651623688e-02
006   4.400390625000000e+00   3.121562588269455e-03
007   4.399414062500000e+00   4.674728576723908e-03
008   4.399902343750000e+00   7.797558846434072e-04
009   4.400146484375000e+00   1.170109841105216e-03
010   4.400024414062500e+00   1.949786366779449e-04
011   4.399963378906250e+00   2.924382049442897e-04
012   4.399993896484375e+00   4.874217989225826e-05
013   4.400009155273438e+00   7.311512934649045e-05
014   4.400001525878906e+00   1.218569992289531e-05
015   4.399997711181641e+00   1.827843379231808e-05
016   4.399999618530273e+00   3.046415251617418e-06

 n             xn1                  |f(xn1)|
000   3.299951452243162e+01   2.496779746733324e-02
001   3.299903751239903e+01   2.453202970642465e-02
002   3.299856882231084e+01   2.410386744093174e-02
003   3.299810830714486e+01   2.368317793293429e-02
004   3.299765582440355e+01   2.326983076108036e-02
005   3.299721123407015e+01   2.286369778024522e-02
006   3.299677439856558e+01   2.246465308173740e-02
007   3.299634518270613e+01   2.207257295427567e-02
008   3.299592345366185e+01   2.168733584569438e-02
009   3.299550908091565e+01   2.130882232520648e-02
010   3.299510193622314e+01   2.093691504639494e-02
011   3.299470189357312e+01   2.057149871086850e-02
012   3.299430882914883e+01   2.021246003246802e-02
013   3.299392262128974e+01   1.985968770219770e-02
014   3.299354315045415e+01   1.951307235367850e-02
015   3.299317029918232e+01   1.917250652925873e-02
016   3.299280395206033e+01   1.883788464675007e-02
017   3.299244399568449e+01   1.850910296660757e-02
018   3.299209031862638e+01   1.818605955985930e-02
019   3.299174281139857e+01   1.786865427642681e-02
020   3.299140136642080e+01   1.755678871417388e-02
021   3.299106587798691e+01   1.725036618827858e-02
022   3.299073624223215e+01   1.694929170138693e-02
023   3.299041235710128e+01   1.665347191411826e-02
024   3.299009412231699e+01   1.636281511607152e-02
025   3.298978143934906e+01   1.607723119748172e-02
026   3.298947421138392e+01   1.579663162123168e-02
027   3.298917234329484e+01   1.552092939542149e-02
028   3.298887574161256e+01   1.525003904640698e-02
029   3.298858431449646e+01   1.498387659227873e-02
030   3.298829797170622e+01   1.472235951692014e-02
031   3.298801662457403e+01   1.446540674423957e-02
032   3.298774018597716e+01   1.421293861323392e-02
033   3.298746857031112e+01   1.396487685319059e-02
034   3.298720169346325e+01   1.372114455943318e-02
035   3.298693947278672e+01   1.348166616948276e-02
036   3.298668182707505e+01   1.324636743966323e-02
037   3.298642867653706e+01   1.301517542204422e-02
038   3.298617994277220e+01   1.278801844185296e-02
039   3.298593554874638e+01   1.256482607525911e-02
040   3.298569541876817e+01   1.234552912750786e-02
041   3.298545947846541e+01   1.213005961148994e-02
042   3.298522765476230e+01   1.191835072670955e-02
043   3.298499987585678e+01   1.171033683848677e-02
044   3.298477607119839e+01   1.150595345768224e-02
045   3.298455617146647e+01   1.130513722065984e-02
046   3.298434010854872e+01   1.110782586969705e-02
047   3.298412781552022e+01   1.091395823362262e-02
048   3.298391922662272e+01   1.072347420889130e-02
049   3.298371427724430e+01   1.053631474093564e-02
